sample,AFR,AMR,EAS,EUR,SAS
HG01985,0.9734,0.0000,0.0000,0.0266,0.0000
HG04185,0.0000,0.0000,0.0000,0.0000,1.0000
NA21113,0.0000,0.0000,0.0000,0.0000,1.0000
HG02840,1.0000,0.0000,0.0000,0.0000,0.0000
HG02837,1.0000,0.0000,0.0000,0.0000,0.0000
NA11881,0.0000,0.0000,0.0000,1.0000,0.0000
HG03642,0.0000,0.0000,0.0000,0.0000,1.0000
HG01095,0.0609,0.3889,0.0000,0.5502,0.0000
HG01198,0.1466,0.4101,0.0000,0.4433,0.0000
HG02127,0.0000,0.0000,1.0000,0.0000,0.0000
HG00613,0.0000,0.0000,1.0000,0.0000,0.0000
NA12413,0.0000,0.0000,0.0000,1.0000,0.0000
HG02780,0.0000,0.0000,0.0000,0.0000,1.0000
HG02614,1.0000,0.0000,0.0000,0.0000,0.0000
HG00120,0.0000,0.0000,0.0000,1.0000,0.0000
HG01632,0.0000,0.0000,0.0000,1.0000,0.0000
NA20502,0.0000,0.0000,0.0000,1.0000,0.0000
NA20822,0.0000,0.0000,0.0000,1.0000,0.0000
NA19681,0.0000,0.9426,0.0574,0.0000,0.0000
HG02253,-0.0000,1.0000,0.0000,0.0000,0.0000
NA18960,0.0000,0.0000,1.0000,0.0000,0.0000
HG00589,0.0000,0.0000,1.0000,0.0000,0.0000
HG01396,0.1350,0.5228,0.0000,0.3422,0.0000
HG01275,0.0000,0.1572,0.0000,0.8428,0.0000
HG03861,0.0000,0.0000,0.0000,0.0000,1.0000
HG01378,0.0000,1.0000,0.0000,0.0000,0.0000
NA18547,0.0000,0.0000,1.0000,0.0000,0.0000
HG00583,-0.0000,0.0000,1.0000,0.0000,0.0000
NA18867,1.0000,0.0000,0.0000,0.0000,0.0000
NA18984,0.0000,0.0000,1.0000,0.0000,0.0000
HG03885,0.0000,0.0000,0.0000,0.0000,1.0000
HG03911,0.0000,0.0000,0.0627,0.0000,0.9373
NA19222,1.0000,0.0000,0.0000,0.0000,0.0000
HG03446,1.0000,0.0000,0.0000,0.0000,0.0000
HG02687,-0.0000,0.0000,0.0000,0.0000,1.0000
NA20828,0.0000,0.0000,0.0000,1.0000,0.0000
HG03195,1.0000,0.0000,0.0000,0.0000,0.0000
HG04029,0.0000,0.0000,0.0000,0.0000,1.0000
HG02896,1.0000,0.0000,0.0000,0.0000,0.0000
HG02878,1.0000,0.0000,0.0000,0.0000,0.0000
HG00282,0.0000,0.0000,0.0468,0.9532,0.0000
HG04153,0.0000,0.0000,0.0918,0.0000,0.9082
HG00361,0.0000,0.0000,0.0561,0.9439,0.0000
HG01924,0.0000,0.8508,0.1492,0.0000,0.0000
HG01509,0.0152,0.0000,-0.0000,0.9848,0.0000
NA19087,0.0000,0.0000,1.0000,0.0000,0.0000
HG01139,0.1253,0.7424,0.0000,0.1323,0.0000
HG03777,0.0000,0.0000,0.0000,0.0000,1.0000
HG03694,0.0000,0.0000,0.0559,0.0881,0.8560
HG02081,0.0000,0.0000,1.0000,0.0000,0.0000
HG03793,0.0000,0.0000,0.0000,0.0000,1.0000
NA19119,1.0000,0.0000,0.0000,0.0000,0.0000
HG01133,0.0000,0.4132,0.0000,0.5868,0.0000
HG01049,0.2029,0.4094,0.0000,0.3878,0.0000
NA19063,0.0000,0.0000,1.0000,0.0000,0.0000
HG00266,0.0000,0.0000,0.0538,0.9462,0.0000
HG04023,0.0000,0.0000,0.0000,0.0000,1.0000
HG04159,0.0000,0.0000,0.0722,0.0000,0.9278
HG02805,1.0000,0.0000,0.0000,0.0000,0.0000
HG00288,0.0000,0.0000,0.0575,0.9425,0.0000
HG03237,0.0000,0.0000,0.0000,0.2393,0.7607
HG01497,0.0000,0.9064,0.0000,0.0936,0.0000
HG03240,1.0000,0.0000,0.0000,0.0000,0.0000
HG01479,0.0000,0.3662,0.0000,0.6338,0.0000
HG01247,0.1508,0.4949,0.0000,0.3543,0.0000
HG03490,0.0000,0.0000,0.0000,0.1926,0.8074
NA19360,1.0000,0.0000,0.0000,0.0000,0.0000
NA19317,1.0000,0.0000,0.0000,0.0000,0.0000
HG02382,0.0000,0.0000,1.0000,0.0000,0.0000
NA18952,0.0000,0.0000,1.0000,0.0000,0.0000
NA18508,1.0000,0.0000,0.0000,0.0000,0.0000
NA18591,0.0000,0.0000,1.0000,0.0000,0.0000
HG01794,0.0000,0.0000,1.0000,0.0000,0.0000
NA19750,0.0000,0.6989,0.0000,0.3011,0.0000
NA20810,0.0000,0.0000,0.0000,1.0000,0.0000
HG01699,0.0000,0.0000,0.0000,1.0000,0.0000
HG02651,0.0000,0.0000,0.0000,0.1959,0.8041
NA06986,0.0000,0.0000,0.0000,1.0000,0.0000
NA12286,0.0000,0.0000,0.0000,1.0000,0.0000
NA19657,0.0000,0.9493,0.0507,0.0000,0.0000
HG04227,0.0000,0.0000,0.0355,0.0000,0.9645
HG02721,1.0000,0.0000,0.0000,0.0000,0.0000
NA19210,1.0000,0.0000,0.0000,0.0000,0.0000
NA19384,1.0000,0.0000,0.0000,0.0000,0.0000
NA18502,1.0000,0.0000,0.0000,0.0000,0.0000
HG02285,0.0000,0.9320,0.0680,0.0000,0.0000
NA19042,1.0000,0.0000,0.0000,0.0000,0.0000
NA11892,0.0000,0.0000,0.0000,1.0000,0.0000
HG01112,0.0000,0.2183,0.0000,0.7817,0.0000
NA19138,1.0000,0.0000,0.0000,0.0000,0.0000
HG01086,0.0792,0.5281,0.0000,0.3927,0.0000
NA12400,0.0000,0.0000,0.0000,1.0000,0.0000
HG02134,0.0000,0.0000,1.0000,0.0000,0.0000
HG02143,0.8574,0.0000,0.0000,0.1426,0.0000
HG01802,0.0000,0.0000,1.0000,0.0000,0.0000
NA20786,0.0000,0.0000,0.0000,1.0000,0.0000
HG03382,1.0000,0.0000,0.0000,0.0000,0.0000
HG01522,0.0000,0.0000,0.0000,1.0000,0.0000
HG02409,0.0000,0.0000,1.0000,0.0000,0.0000
NA21094,0.0000,0.0000,0.0000,0.0000,1.0000
HG04075,0.0000,0.0000,0.0000,0.0000,1.0000
HG02573,1.0000,0.0000,0.0000,0.0000,0.0000
HG03311,1.0000,0.0000,0.0000,0.0000,0.0000
NA20762,0.0000,0.0000,0.0000,1.0000,0.0000
HG01808,0.0000,0.0000,1.0000,0.0000,0.0000
HG01528,0.0091,0.0000,0.0000,0.9909,0.0000
HG00337,0.0000,0.0000,0.0000,1.0000,0.0000
NA11995,0.0000,0.0000,-0.0000,1.0000,0.0000
HG00707,0.0000,0.0000,1.0000,0.0000,0.0000
HG00693,0.0000,0.0000,1.0000,0.0000,0.0000
NA18620,0.0000,0.0000,0.9998,0.0002,0.0000
HG02700,0.0000,0.0000,0.0000,0.2153,0.7847
HG02694,-0.0000,0.0000,0.0000,0.2694,0.7306
NA12234,0.0000,0.0000,0.0000,1.0000,0.0000
HG02799,1.0000,0.0000,0.0000,0.0000,0.0000
HG00139,0.0000,0.0000,0.0000,1.0000,0.0000
NA20582,0.0000,0.0000,0.0000,1.0000,0.0000
HG03012,0.0000,0.0000,0.1044,0.0000,0.8956
NA19795,0.0000,0.9654,0.0346,0.0000,0.0000
HG00590,0.0000,0.0000,1.0000,0.0000,0.0000
HG00404,0.0000,0.0000,1.0000,0.0000,0.0000
HG02330,0.9489,0.0000,0.0000,0.0511,0.0000
NA18997,0.0003,0.0000,0.9997,0.0000,0.0000
NA18523,1.0000,0.0000,0.0000,0.0000,0.0000
NA18979,0.0000,0.0000,1.0000,0.0000,0.0000
HG03455,1.0000,0.0000,0.0000,0.0000,0.0000
HG03896,0.0000,0.0000,0.0000,0.0000,1.0000
HG03902,0.0000,0.0000,0.0739,0.0000,0.9261
HG00479,0.0000,0.0000,1.0000,0.0000,0.0000
HG03872,0.0000,0.0000,0.0000,0.0000,1.0000
HG03991,0.0000,0.0000,0.0000,0.0000,1.0000
HG03908,0.0000,0.0000,0.0840,0.0000,0.9160
HG02793,0.0000,0.0000,0.0000,0.0000,1.0000
HG00133,0.0000,0.0000,0.0000,1.0000,0.0000
NA19771,0.0000,0.9684,0.0316,0.0000,0.0000
NA20846,0.0000,0.0000,0.0000,0.0994,0.9006
HG03115,1.0000,0.0000,0.0000,0.0000,0.0000
HG02816,1.0000,0.0000,0.0000,0.0000,0.0000
HG00378,0.0000,0.0000,0.0327,0.9673,0.0000
HG00275,0.0000,0.0000,0.0253,0.9747,0.0000
HG02541,0.8595,0.0000,0.0000,0.1405,0.0000
HG04047,0.0000,0.0000,0.0000,0.0000,1.0000
HG01847,0.0000,0.0000,1.0000,0.0000,0.0000
HG01589,0.0000,0.0000,0.0000,0.2095,0.7905
NA19437,1.0000,0.0000,0.0000,0.0000,0.0000
HG01510,0.0000,0.0000,0.0000,1.0000,0.0000
NA19007,0.0000,0.0000,1.0000,0.0000,0.0000
NA20289,0.8277,0.0000,0.0000,0.1723,0.0000
NA19070,0.0000,0.0000,1.0000,0.0000,0.0000
HG03663,0.0000,0.0000,0.0000,0.0000,1.0000
HG02076,0.0000,0.0000,1.0000,0.0000,0.0000
HG00742,0.0387,0.2070,0.0000,0.7543,0.0000
NA18612,0.0000,0.0000,1.0000,0.0000,0.0000
HG00638,0.1369,0.4215,0.0000,0.4417,0.0000
NA20317,0.7587,0.0000,0.0000,0.2413,0.0000
HG03713,0.0000,0.0000,0.0000,0.0979,0.9021
HG00372,0.0000,0.0000,0.0000,1.0000,0.0000
HG02885,1.0000,0.0000,0.0000,0.0000,0.0000
NA19984,0.9103,0.0000,0.0000,0.0897,0.0000
NA07037,0.0000,0.0000,0.0000,1.0000,0.0000
HG01583,0.0000,0.0000,0.0000,0.1637,0.8363
HG03259,1.0000,0.0000,0.0000,0.0000,0.0000
HG03410,1.0000,0.0000,0.0000,0.0000,0.0000
NA19379,1.0000,0.0000,0.0000,0.0000,0.0000
HG02375,0.0000,0.0000,1.0000,0.0000,0.0000
HG00436,0.0000,0.0000,1.0000,0.0000,0.0000
HG02278,0.0000,0.9019,0.0981,0.0000,0.0000
NA18566,0.0000,0.0000,1.0000,0.0000,0.0000
NA18511,1.0000,0.0000,0.0000,0.0000,0.0000
NA20809,0.0000,0.0000,0.0000,1.0000,0.0000
HG03057,1.0000,0.0000,0.0000,0.0000,0.0000
NA20904,0.0000,0.0000,0.0000,0.2449,0.7551
NA20890,0.0000,0.0000,0.0000,0.1706,0.8294
HG01619,0.0128,0.0000,0.0000,0.9872,0.0000
NA20529,0.0000,0.0000,0.0000,1.0000,0.0000
HG02648,0.0000,0.0000,0.0000,0.2806,0.7194
NA19734,0.0000,0.9370,0.0630,0.0000,0.0000
HG01613,0.0000,0.0000,0.0005,0.9995,0.0000
HG03127,1.0000,0.0000,0.0000,0.0000,0.0000
HG00101,0.0000,0.0000,0.0000,1.0000,0.0000
HG02642,1.0000,0.0000,0.0000,0.0000,0.0000
HG00176,0.0000,0.0000,0.0503,0.9497,0.0000
HG01359,0.0000,0.6409,0.0000,0.3591,0.0000
NA19209,1.0000,0.0000,0.0000,0.0000,0.0000
HG03517,1.0000,0.0000,0.0000,0.0000,0.0000
NA18941,0.0000,0.0000,1.0000,0.0000,0.0000
HG01259,0.0000,0.3767,0.0000,0.6233,0.0000
HG03937,0.0000,0.0000,0.0817,0.0000,0.9183
HG03940,0.0000,0.0000,0.0000,0.0000,1.0000
NA19390,1.0000,0.0000,0.0000,0.0000,0.0000
NA19204,1.0000,0.0000,0.0000,0.0000,0.0000
HG01354,0.0000,0.3961,0.0000,0.6039,0.0000
HG03460,1.0000,0.0000,0.0000,0.0000,0.0000
NA19309,1.0000,0.0000,0.0000,0.0000,0.0000
HG03583,1.0000,0.0000,0.0000,0.0000,0.0000
NA18516,1.0000,0.0000,0.0000,0.0000,0.0000
NA18561,0.0000,0.0000,1.0000,0.0000,0.0000
HG02291,0.0000,0.8700,0.1300,0.0000,0.0000
HG00446,0.0000,0.0000,1.0000,0.0000,0.0000
HG01669,0.0408,0.0000,0.0000,0.9592,0.0000
NA20897,0.0000,0.0000,0.0000,0.0000,1.0000
NA20903,0.0000,0.0000,0.0000,0.0813,0.9187
HG03027,1.0000,0.0000,0.0000,0.0000,0.0000
NA20524,0.0000,0.0000,0.0000,1.0000,0.0000
NA20804,0.0000,0.0000,0.0000,1.0000,0.0000
HG02645,1.0000,0.0000,0.0000,0.0000,0.0000
HG00171,0.0000,0.0000,0.0442,0.9558,0.0000
HG00106,0.0000,0.0000,0.0000,1.0000,0.0000
HG04239,0.0000,0.0000,0.0000,0.0000,1.0000
HG03484,1.0000,0.0000,0.0000,0.0000,0.0000
HG01253,0.0000,0.6010,0.0000,0.3990,0.0000
HG03567,1.0000,0.0000,0.0000,0.0000,0.0000
HG03589,0.0000,0.0000,0.0629,0.0000,0.9371
HG03830,0.0000,0.0000,0.1285,0.0000,0.8715
NA19374,1.0000,0.0000,0.0000,0.0000,0.0000
HG00536,0.0000,0.0000,1.0000,0.0000,0.0000
NA18946,0.0000,0.0000,1.0000,0.0000,0.0000
NA21142,0.0000,0.0000,0.0000,0.0000,1.0000
NA21135,0.0000,0.0000,0.0000,0.0000,1.0000
HG02888,1.0000,0.0000,0.0000,0.0000,0.0000
HG02546,0.9743,0.0000,0.0000,0.0000,0.0257
NA12005,0.0000,0.0000,0.0000,1.0000,0.0000
HG00308,0.0000,0.0000,0.0503,0.9497,0.0000
HG02811,1.0000,0.0000,0.0000,0.0000,0.0000
NA19430,1.0000,0.0000,0.0000,0.0000,0.0000
HG01840,0.0000,0.0000,0.9999,0.0000,0.0001
HG02095,1.0000,0.0000,0.0000,0.0000,0.0000
NA11933,0.0000,0.0000,0.0000,1.0000,0.0000
NA19099,1.0000,0.0000,0.0000,0.0000,0.0000
NA19077,0.0000,0.0000,1.0000,0.0000,0.0000
NA19000,0.0000,0.0000,1.0000,0.0000,0.0000
NA18615,0.0000,0.0000,1.0000,0.0000,0.0000
NA12812,0.0000,0.0000,0.0000,1.0000,0.0000
HG00732,0.0193,0.3730,0.0000,0.6077,0.0000
HG02006,0.3323,0.6677,0.0000,0.0000,0.0000
HG03619,0.0000,0.0000,0.0000,0.2851,0.7149
NA19107,1.0000,0.0000,0.0000,0.0000,0.0000
NA19093,1.0000,0.0000,0.0000,0.0000,0.0000
HG03680,0.0000,0.0000,0.0000,0.0000,1.0000
HG03714,0.0000,0.0000,0.0000,0.1196,0.8804
NA11843,0.0000,0.0000,0.0000,1.0000,0.0000
HG02882,1.0000,0.0000,0.0000,0.0000,0.0000
HG01489,0.0000,0.3315,0.0000,0.6685,0.0000
HG01947,0.0000,1.0000,0.0000,0.0000,0.0000
NA20757,0.0000,0.0000,0.0000,1.0000,0.0000
HG00149,0.0000,0.0000,0.0000,1.0000,0.0000
NA19792,0.0000,0.7878,0.0000,0.2122,0.0000
HG03015,0.0000,0.0000,0.0000,0.0000,1.0000
NA20585,0.0000,0.0000,0.0000,1.0000,0.0000
NA18553,0.0000,0.0000,1.0000,0.0000,0.0000
NA18990,0.0000,0.0000,1.0000,0.0000,0.0000
HG00403,0.0000,0.0000,1.0000,0.0000,0.0000
NA18873,1.0000,0.0000,0.0000,0.0000,0.0000
HG03905,0.0000,0.0000,0.0884,0.0000,0.9116
HG03452,1.0000,0.0000,0.0000,0.0000,0.0000
HG01366,0.0443,0.7002,0.0000,0.2555,0.0000
HG03808,0.0000,0.0000,0.1223,0.0000,0.8777
HG02230,-0.0000,0.0000,0.0000,1.0000,0.0000
NA18559,0.0000,0.0000,1.0000,0.0000,0.0000
HG00409,0.0000,0.0000,1.0000,0.0000,0.0000
NA18879,1.0000,0.0000,0.0000,0.0000,0.0000
HG03978,0.0000,0.0000,0.0000,0.0000,1.0000
HG03458,1.0000,0.0000,0.0000,0.0000,0.0000
HG03802,0.0000,0.0000,0.0584,0.0000,0.9416
HG03875,0.0000,0.0000,0.0000,0.0908,0.9092
NA19331,1.0000,0.0000,0.0000,0.0000,0.0000
HG02600,0.0000,0.0000,0.0000,0.0682,0.9318
HG00143,0.0000,0.0000,0.0000,1.0000,0.0000
HG02699,0.0000,0.0000,0.0000,0.2482,0.7518
NA20516,0.0000,0.0000,0.0000,1.0000,0.0000
HG03086,1.0000,0.0000,0.0000,0.0000,0.0000
HG03112,1.0000,0.0000,0.0000,0.0000,0.0000
HG01626,0.0204,0.0000,0.0000,0.9796,0.0000
NA19701,0.8918,0.0512,0.0000,0.0570,0.0000
HG01162,0.0962,0.2651,0.2284,0.1549,0.2554
HG02144,0.9728,0.0000,0.0000,0.0272,0.0000
HG00607,0.0000,0.0000,1.0000,0.0000,0.0000
HG02049,0.0000,0.0000,1.0000,0.0000,0.0000
NA18757,0.0000,0.0128,0.9872,0.0000,0.0000
HG01525,0.0107,0.0000,0.0000,0.9893,0.0000
HG03385,1.0000,0.0000,0.0000,0.0000,0.0000
HG01872,0.0000,0.0000,1.0000,0.0000,0.0000
NA19475,1.0000,0.0000,0.0000,0.0000,0.0000
HG01805,0.0000,0.0000,1.0000,0.0000,0.0000
HG02574,1.0000,0.0000,0.0000,0.0000,0.0000
NA21107,0.0000,0.0000,0.0000,0.0000,1.0000
NA21093,0.0000,0.0000,0.0000,0.0000,1.0000
HG00237,0.0000,0.0000,0.0000,1.0000,0.0000
HG01896,1.0000,0.0000,0.0000,0.0000,0.0000
HG01878,0.0000,0.0000,0.9872,0.0000,0.0128
NA20765,0.0000,0.0000,0.0000,1.0000,0.0000
HG02953,1.0000,0.0000,0.0000,0.0000,0.0000
HG00330,0.0000,0.0000,0.0324,0.9676,0.0000
HG01168,0.0000,0.2171,0.0000,0.7829,0.0000
NA11992,0.0000,0.0000,0.0000,1.0000,0.0000
NA18627,0.0000,0.0000,1.0000,0.0000,0.0000
HG02139,0.0000,0.0000,1.0000,0.0000,0.0000
NA19310,1.0000,0.0000,0.0000,0.0000,0.0000
HG03479,1.0000,0.0000,0.0000,0.0000,0.0000
NA18596,0.0000,0.0000,1.0000,0.0000,0.0000
HG00428,0.0000,0.0000,1.0000,0.0000,0.0000
HG02266,0.0000,0.9086,0.0914,0.0000,0.0000
HG01607,0.0000,0.0000,0.0000,1.0000,0.0000
HG03133,1.0000,0.0000,0.0000,0.0000,0.0000
NA20540,0.0000,0.0000,0.0000,0.9993,0.0007
HG01670,0.0000,0.0000,0.0000,1.0000,0.0000
HG00115,0.0000,0.0000,0.0000,1.0000,0.0000
HG01700,0.0000,0.0000,0.0000,1.0000,0.0000
NA20884,0.0000,0.0000,0.0000,0.0000,1.0000
HG03139,1.0000,0.0000,0.0000,0.0000,0.0000
HG01799,0.0000,0.0000,1.0000,0.0000,0.0000
HG00186,0.0000,0.0000,0.0452,0.9548,0.0000
HG03829,0.0000,0.0000,0.1053,0.0000,0.8947
HG03473,1.0000,0.0000,0.0000,0.0000,0.0000
HG00422,0.0000,0.0000,1.0000,0.0000,0.0000
NA18505,1.0000,0.0000,0.0000,0.0000,0.0000
HG00366,0.0000,0.0000,0.0532,0.9468,0.0000
HG02808,1.0000,0.0000,0.0000,0.0000,0.0000
HG00285,0.0000,0.0000,0.0428,0.9572,0.0000
HG00311,0.0000,0.0000,0.0000,1.0000,0.0000
HG02891,1.0000,0.0000,0.0000,0.0000,0.0000
HG01403,0.1293,0.5086,0.0000,0.3621,0.0000
NA19429,1.0000,0.0000,0.0000,0.0000,0.0000
HG01474,0.0000,0.3722,0.0000,0.6278,0.0000
HG01954,0.0000,0.8856,0.1144,0.0000,0.0000
HG02181,0.0000,0.0000,1.0000,0.0000,0.0000
NA18606,0.0000,0.0000,1.0000,0.0000,0.0000
HG03693,0.0000,0.0000,0.0000,0.0000,1.0000
HG03770,0.0000,0.0000,0.0000,0.0000,1.0000
NA19114,1.0000,0.0000,0.0000,0.0000,0.0000
NA19080,0.0000,0.0000,1.0000,0.0000,0.0000
HG02086,0.0000,0.0000,1.0000,0.0000,0.0000
HG00626,0.0000,0.0000,1.0000,0.0000,0.0000
HG02165,0.0000,0.0000,0.9997,0.0000,0.0003
HG00651,0.0000,0.0000,1.0000,0.0000,0.0000
NA19064,0.0000,0.0000,1.0000,0.0000,0.0000
NA11920,0.0000,0.0000,0.0000,1.0000,0.0000
HG01134,0.0705,0.6008,0.0000,0.3287,0.0000
HG03600,0.0000,0.0000,0.0000,0.0000,1.0000
NA21126,0.0000,0.0000,0.0000,0.0000,1.0000
HG00261,0.0000,0.0000,0.0000,1.0000,0.0000
HG02555,0.9586,0.0000,0.0000,0.0414,0.0000
NA19454,1.0000,0.0000,0.0000,0.0000,0.0000
HG01853,0.0000,0.0000,0.9994,0.0000,0.0006
HG03247,1.0000,0.0000,0.0000,0.0000,0.0000
HG02613,1.0000,0.0000,0.0000,0.0000,0.0000
HG02787,0.0000,0.0000,0.0000,0.0000,1.0000
HG00150,0.0000,0.0000,0.0000,1.0000,0.0000
HG03198,1.0000,0.0000,0.0000,0.0000,0.0000
HG03095,1.0000,0.0000,0.0000,0.0000,0.0000
NA18989,0.0000,0.0000,1.0000,0.0000,0.0000
NA18967,0.0000,0.0000,1.0000,0.0000,0.0000
HG02223,0.0000,0.0000,0.0000,1.0000,0.0000
NA18910,1.0000,0.0000,0.0000,0.0000,0.0000
NA19355,1.0000,0.0000,0.0000,0.0000,0.0000
HG03866,0.0000,0.0000,0.0000,0.0000,1.0000
HG01308,0.1928,0.4740,0.0000,0.3331,0.0000
HG01272,0.1071,0.8929,0.0000,0.0000,0.0000
HG03888,0.0000,0.0000,0.0000,0.1084,0.8916
HG01205,0.0729,0.3661,0.0000,0.5610,0.0000
NA18983,0.0000,0.0000,1.0000,0.0000,0.0000
NA19328,1.0000,0.0000,0.0000,0.0000,0.0000
HG03436,1.0000,0.0000,0.0000,0.0000,0.0000
NA19225,1.0000,0.0000,0.0000,0.0000,0.0000
HG03882,0.0000,0.0000,0.0000,0.0000,1.0000
HG02763,1.0000,0.0000,0.0000,0.0000,0.0000
HG04212,0.0000,0.0000,0.0000,0.0000,1.0000
HG03006,0.0000,0.0000,0.0492,0.0000,0.9508
NA20858,0.0000,0.0000,0.0000,0.2964,0.7036
NA11918,0.0000,0.0000,0.0000,1.0000,0.0000
HG01098,0.0517,0.4256,0.0000,0.5227,0.0000
HG02050,0.0000,0.0000,1.0000,0.0000,0.0000
NA18634,0.0000,0.0000,1.0000,0.0000,0.0000
NA18643,0.0000,0.0000,1.0000,0.0000,0.0000
HG01988,0.5853,0.0000,0.0000,0.4147,0.0000
HG03291,1.0000,0.0000,0.0000,0.0000,0.0000
HG01431,0.0449,0.6954,0.0000,0.2597,0.0000
HG00323,0.0000,0.0000,0.0375,0.9625,0.0000
HG02583,1.0000,0.0000,0.0000,0.0000,0.0000
HG04188,0.0000,0.0000,0.1202,0.0000,0.8798
HG00259,0.0000,0.0000,0.0000,1.0000,0.0000
NA12154,0.0000,0.0000,0.0000,1.0000,0.0000
HG03378,1.0000,0.0000,-0.0000,0.0000,0.0000
HG01816,0.0000,0.0000,1.0000,0.0000,0.0000
HG01536,0.0000,0.0000,0.0000,1.0000,0.0000
HG00329,-0.0000,0.0000,0.0198,0.9802,0.0000
HG02589,1.0000,0.0000,0.0000,0.0000,0.0000
HG00253,0.0000,0.0000,0.0000,1.0000,0.0000
HG04061,0.0000,0.0000,0.0000,0.0000,1.0000
NA19056,0.0000,0.0000,1.0000,0.0000,0.0000
HG01171,0.1674,0.0738,0.2049,0.5013,0.0525
NA12414,0.0000,0.0000,0.0000,1.0000,0.0000
HG00614,0.0000,0.0000,1.0000,0.0000,0.0000
HG03196,1.0000,0.0000,0.0000,0.0000,0.0000
HG02789,0.0000,0.0000,0.0000,0.0000,1.0000
HG00129,0.0000,0.0000,0.0000,1.0000,0.0000
NA10847,0.0000,0.0000,0.0000,1.0000,0.0000
HG02684,0.0000,0.0000,0.0000,0.0000,1.0000
HG04216,0.0000,0.0000,0.0000,0.0000,1.0000
HG03965,0.0000,0.0000,0.0000,0.0000,1.0000
HG03548,1.0000,0.0000,0.0000,0.0000,0.0000
HG03886,0.0000,0.0000,0.0000,0.0000,1.0000
NA19256,1.0000,0.0000,0.0000,0.0000,0.0000
HG03445,1.0000,0.0000,0.0000,0.0000,0.0000
NA18544,0.0000,0.0000,1.0000,0.0000,0.0000
NA18533,0.0000,0.0000,1.0000,0.0000,0.0000
NA18987,0.0000,0.0000,1.0000,0.0000,0.0000
HG00463,0.0000,0.0000,1.0000,0.0000,0.0000
HG00580,0.0000,0.0000,1.0000,0.0000,0.0000
NA18864,1.0000,0.0000,0.0000,0.0000,0.0000
