sample,AFR,AMR,EAS,EUR,SAS
HG03815,0.0000,0.0000,0.0810,0.0000,0.9190
NA19351,1.0000,0.0000,0.0000,0.0000,0.0000
HG03862,0.0000,0.0000,0.0000,0.0000,1.0000
HG00513,0.0000,0.0000,1.0000,0.0000,0.0000
NA18963,0.0000,0.0000,1.0000,0.0000,0.0000
HG00844,0.0000,0.0000,1.0000,0.0000,0.0000
HG03105,1.0000,0.0000,0.0000,0.0000,0.0000
HG03091,1.0000,0.0000,0.0000,0.0000,0.0000
NA20856,0.0000,0.0000,0.0000,0.0000,1.0000
NA19682,0.0000,0.9822,0.0178,0.0000,0.0000
NA20821,0.0238,0.0000,0.0000,0.9762,0.0000
HG02783,0.0000,0.0000,0.0000,0.0000,1.0000
HG00154,0.0000,0.0000,0.0000,1.0000,0.0000
HG02660,0.0000,0.0000,0.0000,0.1652,0.8348
NA12489,0.0000,0.0000,0.0000,1.0000,0.0000
HG00610,0.0000,0.0000,1.0000,0.0000,0.0000
HG03636,0.0000,0.0000,0.0000,0.1503,0.8497
HG01102,0.1301,0.3796,0.0000,0.4902,0.0000
NA19025,1.0000,0.0000,0.0000,0.0000,0.0000
HG00257,0.0000,0.0000,0.0000,1.0000,0.0000
NA21110,0.0000,0.0000,0.0000,0.0000,1.0000
HG04186,0.0000,0.0000,0.0000,0.0000,1.0000
HG03271,1.0000,0.0000,0.0000,0.0000,0.0000
NA20796,0.0000,0.0000,0.0000,1.0000,0.0000
NA20778,0.0000,0.0000,0.0000,1.0000,0.0000
HG01865,0.0000,0.0000,1.0000,0.0000,0.0000
NA19462,1.0000,0.0000,0.0000,0.0000,0.0000
HG02464,1.0000,0.0000,0.0000,0.0000,0.0000
HG00350,0.0000,0.0000,0.0000,1.0000,0.0000
HG01915,0.9841,0.0000,0.0000,0.0159,0.0000
HG03376,1.0000,0.0000,0.0000,0.0000,0.0000
NA19468,1.0000,0.0000,0.0000,0.0000,0.0000
HG01435,0.0000,1.0000,0.0000,0.0000,0.0000
NA18630,0.0000,0.0000,1.0000,0.0000,0.0000
NA18647,0.0000,0.0000,0.9618,0.0382,0.0000
HG02023,0.0000,0.0000,1.0000,0.0000,0.0000
HG03746,0.0000,0.0000,0.0000,0.1072,0.8928
HG01191,0.0476,0.5349,0.0000,0.4174,0.0000
HG03731,0.0000,0.0000,0.0000,0.0000,1.0000
HG02286,0.0000,0.9316,0.0684,-0.0000,0.0000
HG00451,0.0000,0.0000,1.0000,0.0000,0.0000
HG03920,0.0000,0.0000,0.0698,0.0000,0.9302
NA19213,1.0000,0.0000,0.0000,0.0000,0.0000
HG03499,1.0000,0.0000,0.0000,0.0000,0.0000
HG03594,0.0000,0.0000,0.1074,0.0000,0.8926
HG01334,-0.0000,0.0000,0.0000,1.0000,0.0000
HG02658,0.0000,0.0000,0.0000,0.1249,0.8751
HG00182,0.0000,0.0000,0.0428,0.9572,0.0000
NA19759,0.0000,0.8763,0.1237,0.0000,0.0000
HG01704,0.0275,0.0000,0.0000,0.9725,0.0000
HG02652,0.0000,0.0000,0.0000,0.1812,0.8188
HG00188,0.0000,0.0000,0.0252,0.9748,0.0000
HG02728,0.0000,0.0000,0.0000,0.0000,1.0000
HG01797,0.0000,0.0000,1.0000,0.0000,0.0000
HG01603,0.0000,0.0000,0.0000,1.0000,0.0000
NA20533,0.0000,0.0000,0.0000,1.0000,0.0000
NA20813,0.0000,0.0000,0.0000,1.0000,0.0000
HG00556,0.0000,0.0000,1.0000,0.0000,0.0000
HG02262,0.0000,0.9486,0.0514,0.0000,0.0000
HG02215,0.0000,0.0000,0.0000,1.0000,0.0000
HG02318,1.0000,0.0000,0.0000,0.0000,0.0000
NA18592,0.0000,0.0000,1.0000,0.0000,0.0000
HG03850,0.0000,0.0000,0.0000,0.0000,1.0000
HG01577,0.0000,1.0000,0.0000,0.0000,0.0000
HG01494,0.0000,1.0000,0.0000,0.0000,0.0000
HG01857,0.0000,0.0000,1.0000,0.0000,0.0000
HG04020,0.0000,0.0000,0.0000,0.0000,1.0000
HG00368,0.0000,0.0000,0.0710,0.9290,0.0000
HG03790,0.0000,0.0000,0.0000,0.0000,1.0000
HG01130,0.0000,0.6634,0.0000,0.3366,0.0000
HG03604,0.0000,0.0000,0.0723,0.0000,0.9277
NA20299,0.3543,0.5456,0.1001,0.0000,0.0000
NA19060,0.0000,0.0000,1.0000,0.0000,0.0000
HG03709,0.0000,0.0000,0.0000,0.0000,1.0000
NA19017,1.0000,0.0000,0.0000,0.0000,0.0000
NA18608,0.0000,0.0108,0.9892,0.0000,0.0000
HG02082,0.0000,0.0000,1.0000,0.0000,0.0000
NA12878,0.0000,0.0000,0.0000,1.0000,0.0000
NA19084,0.0000,0.0000,1.0000,0.0000,0.0000
HG03679,0.0000,0.0000,0.0000,0.0000,1.0000
HG03703,0.0000,0.0000,0.0000,0.0363,0.9637
HG03697,0.0000,0.0000,0.0000,0.0000,1.0000
NA19189,1.0000,0.0000,0.0000,0.0000,0.0000
HG00628,0.0000,0.0000,0.9996,0.0004,0.0000
NA18602,0.0000,0.0000,1.0000,0.0000,0.0000
HG02088,0.0000,0.0000,1.0000,0.0000,0.0000
HG02185,0.0000,0.0000,1.0000,0.0000,0.0000
NA12872,0.0000,0.0000,0.0000,1.0000,0.0000
HG01950,0.0000,0.8997,0.1003,0.0000,0.0000
HG02895,1.0000,0.0000,0.0000,0.0000,0.0000
HG00362,0.0000,0.0000,0.0394,0.9606,0.0000
HG00315,0.0000,0.0000,0.0362,0.9638,0.0000
NA20845,0.0000,0.0000,0.0000,0.1000,0.9000
HG03082,1.0000,0.0000,0.0000,0.0000,0.0000
NA12347,0.0000,0.0000,0.0000,1.0000,0.0000
HG02790,0.0000,0.0000,0.0000,0.0000,1.0000
HG00130,0.0000,0.0000,0.0000,1.0000,0.0000
HG03871,0.0000,0.0000,0.0000,0.0000,1.0000
NA19238,1.0000,0.0000,0.0000,0.0000,0.0000
HG00599,0.0000,0.0000,1.0000,0.0000,0.0000
HG02339,1.0000,0.0000,0.0000,0.0000,0.0000
NA18970,0.0000,0.0000,1.0000,0.0000,0.0000
HG01281,0.0000,0.5917,0.0000,0.4083,0.0000
HG01362,0.0690,0.6064,0.0000,0.3246,0.0000
HG03998,0.0000,0.0000,0.0000,0.0000,1.0000
HG03976,0.0000,0.0000,0.0000,0.0000,1.0000
HG03895,0.0000,0.0000,0.0000,0.0000,1.0000
NA18877,1.0000,0.0000,0.0000,0.0000,0.0000
HG00407,0.0000,0.0000,1.0000,0.0000,0.0000
NA18520,1.0000,0.0000,0.0000,0.0000,0.0000
HG03066,1.0000,-0.0000,0.0000,0.0000,0.0000
NA20581,0.0000,0.0000,0.0000,1.0000,0.0000
HG03088,1.0000,0.0000,0.0000,0.0000,0.0000
NA20518,0.0000,0.0000,0.0000,1.0000,0.0000
HG02774,0.0000,0.0000,0.0000,0.0414,0.9586
HG02703,1.0000,0.0000,0.0000,0.0000,0.0000
HG02697,0.0000,0.0000,0.0000,0.1934,0.8066
HG02679,1.0000,0.0000,0.0000,0.0000,0.0000
NA18623,0.0000,0.0000,1.0000,0.0000,0.0000
HG01182,0.0987,0.4365,0.0000,0.4648,0.0000
HG03722,0.0000,0.0000,0.0000,0.0000,1.0000
NA19146,1.0000,0.0000,0.0000,0.0000,0.0000
HG04106,0.0000,0.0000,0.0000,0.0000,1.0000
HG02594,1.0000,0.0000,0.0000,0.0000,0.0000
HG00334,0.0000,0.0000,0.0159,0.9841,0.0000
HG02477,0.9176,0.0000,0.0000,0.0824,0.0000
HG04171,0.0000,0.0000,0.1006,0.0000,0.8994
NA21109,0.0000,0.0000,0.0000,0.0000,1.0000
HG01971,0.0401,0.9094,0.0505,0.0000,0.0000
NA12044,0.0000,0.0000,0.0000,1.0000,0.0000
HG04098,0.0000,0.0000,0.0000,0.0000,1.0000
HG04076,0.0000,0.0000,0.0000,0.0000,1.0000
HG02570,1.0000,0.0000,0.0000,0.0000,0.0000
HG00244,0.0000,0.0000,0.0000,1.0000,0.0000
NA21103,0.0000,0.0000,0.0000,0.0000,1.0000
HG00233,0.0000,0.0000,-0.0000,1.0000,0.0000
HG04001,0.0000,0.0000,0.0000,0.0000,1.0000
HG01801,0.0000,0.0000,1.0000,0.0000,0.0000
HG01556,0.1629,0.8371,0.0000,0.0000,0.0000
HG00674,0.0000,0.0000,1.0000,0.0000,0.0000
HG02140,0.0000,0.0000,1.0000,0.0000,0.0000
NA19036,1.0000,0.0000,0.0000,0.0000,0.0000
HG01111,0.0658,0.4238,0.0000,0.5104,0.0000
HG01085,0.0916,0.3297,0.0000,0.5787,0.0000
HG02392,0.0000,0.0000,1.0000,0.0000,0.0000
NA18942,0.0000,0.0000,1.0000,0.0000,0.0000
HG03419,1.0000,0.0000,0.0000,0.0000,0.0000
HG01257,0.0000,0.6411,0.0000,0.3589,0.0000
HG00096,0.0000,0.0000,0.0000,1.0000,0.0000
NA20800,0.0000,0.0000,0.0000,1.0000,0.0000
NA20877,0.0000,0.0000,0.0000,0.0000,1.0000
NA19740,0.0000,0.8696,0.1304,0.0000,0.0000
HG01784,0.0000,0.0000,0.0000,1.0000,0.0000
HG01610,0.0119,0.0000,0.0000,0.9881,0.0000
HG03124,1.0000,0.0000,0.0000,0.0000,0.0000
NA20520,0.0000,0.0000,0.0000,1.0000,0.0000
HG02731,0.0000,0.0000,0.0000,0.1247,0.8753
HG00108,0.0000,0.0000,0.0000,1.0000,0.0000
HG03054,1.0000,0.0000,0.0000,0.0000,0.0000
HG00442,0.0000,0.0000,1.0000,0.0000,0.0000
HG02398,0.0000,0.0000,1.0000,0.0000,0.0000
NA18486,1.0000,0.0000,0.0000,0.0000,0.0000
NA18565,0.0000,0.0000,1.0000,0.0000,0.0000
HG00881,0.0000,0.0000,1.0000,0.0000,0.0000
HG01350,0.0000,1.0000,0.0000,0.0000,0.0000
HG03849,0.0000,0.0000,0.0000,0.0000,1.0000
HG03944,0.0000,0.0000,0.0000,0.0000,1.0000
NA19394,1.0000,0.0000,0.0000,0.0000,0.0000
NA20753,0.0000,0.0000,0.0000,1.0000,0.0000
HG01519,0.0000,0.0000,0.0000,1.0000,0.0000
HG00371,0.0000,0.0000,0.0501,0.9499,0.0000
HG02445,0.8876,0.0000,0.0000,0.1124,0.0000
HG00306,0.0000,0.0000,0.0000,1.0000,0.0000
HG04039,0.0000,0.0000,0.0000,0.0000,1.0000
HG03684,0.0000,0.0000,0.0000,0.0000,1.0000
NA20314,0.0000,0.8802,0.1198,0.0000,0.0000
HG03767,0.0000,0.0000,0.0000,0.3314,0.6686
HG03789,0.0000,0.0000,0.0000,0.1039,0.8961
HG02075,0.0000,0.0000,1.0000,0.0000,0.0000
HG00736,0.0300,0.3156,0.0000,0.6544,0.0000
HG02178,0.0000,0.0000,1.0000,0.0000,0.0000
NA19190,1.0000,0.0000,0.0000,0.0000,0.0000
HG00631,0.0000,0.0000,1.0000,0.0000,0.0000
NA19819,0.7679,0.0000,0.0000,0.2321,0.0000
HG01844,0.0000,0.0000,0.9999,0.0000,0.0001
HG01513,0.0000,0.0000,0.0000,1.0000,0.0000
HG02981,1.0000,0.0000,0.0000,0.0000,0.0000
HG04033,0.0000,0.0000,0.0000,0.0000,1.0000
HG00276,0.0000,0.0000,0.0456,0.9544,0.0000
HG01464,0.1181,0.8393,0.0000,0.0426,0.0000
NA19439,1.0000,0.0000,0.0000,0.0000,0.0000
HG01413,0.0939,0.5469,0.0000,0.3593,0.0000
HG02881,1.0000,0.0000,0.0000,0.0000,0.0000
HG00376,0.0000,0.0000,0.0000,1.0000,0.0000
HG04144,0.0000,0.0000,0.0482,0.0000,0.9518
NA19090,0.0000,0.0000,1.0000,0.0000,0.0000
HG01054,0.0122,0.4652,0.0000,0.5227,0.0000
HG03717,0.0000,0.0000,0.0000,0.0000,1.0000
NA12546,0.0000,0.0000,0.0000,1.0000,0.0000
HG00731,0.0000,0.2446,0.0000,0.7554,0.0000
HG02072,0.0000,0.0000,0.9877,0.0000,0.0123
HG01124,0.0986,0.7385,0.0000,0.1628,0.0000
HG03667,0.0000,0.0000,0.0000,0.0000,1.0000
NA11930,-0.0000,0.0000,0.0000,1.0000,0.0000
NA19197,1.0000,0.0000,0.0000,0.0000,0.0000
NA19003,0.0000,0.0000,1.0000,0.0000,0.0000
HG01029,0.0000,0.0000,1.0000,0.0000,0.0000
HG02078,0.0000,0.0000,1.0000,0.0000,0.0000
HG01939,0.0000,1.0000,0.0000,0.0000,0.0000
HG00271,0.0000,0.0000,0.0644,0.9356,0.0000
HG02545,0.9724,0.0000,0.0000,0.0276,0.0000
NA18945,0.0000,0.0000,1.0000,0.0000,0.0000
HG02395,0.0000,0.0000,1.0000,0.0000,0.0000
HG00542,0.0000,0.0000,1.0000,0.0000,0.0000
HG02298,0.0000,0.9568,0.0432,0.0000,0.0000
HG01250,0.0000,0.8246,0.0000,0.1754,0.0000
NA19399,1.0000,0.0000,0.0000,0.0000,0.0000
HG03949,0.0000,0.0000,0.0000,0.0000,1.0000
HG03833,0.0000,0.0000,0.0997,0.0000,0.9003
HG03469,1.0000,0.0000,0.0000,0.0000,0.0000
NA19377,1.0000,0.0000,0.0000,0.0000,0.0000
HG03844,0.0000,0.0000,0.0000,0.0000,1.0000
HG00105,0.0000,0.0000,0.0000,1.0000,0.0000
HG02646,1.0000,0.0000,0.0000,0.0000,0.0000
HG03123,1.0000,0.0000,0.0000,0.0000,0.0000
HG01783,0.0147,0.0000,0.0000,0.9853,0.0000
NA19747,0.0000,0.9653,0.0347,0.0000,0.0000
NA20870,0.0000,0.0000,0.0000,0.2742,0.7258
HG00178,0.0000,0.0000,0.0349,0.9651,0.0000
NA12275,0.0000,0.0000,0.0000,1.0000,0.0000
HG02736,0.0000,0.0000,0.0000,0.2038,0.7962
HG03129,1.0000,0.0000,0.0000,0.0000,0.0000
HG01684,0.0000,0.0000,0.0000,1.0000,0.0000
HG01710,0.0254,0.0000,0.0000,0.9746,0.0000
NA07347,0.0000,0.0000,0.0000,1.0000,0.0000
HG03024,1.0000,0.0000,0.0000,0.0000,0.0000
NA18562,0.0000,0.0000,1.0000,0.0000,0.0000
HG00445,0.0000,0.0000,1.0000,0.0000,0.0000
HG02371,0.0000,0.0000,1.0000,0.0000,0.0000
NA12748,0.0000,0.0000,0.0000,1.0000,0.0000
HG02292,0.0000,0.9196,0.0804,0.0000,0.0000
NA19393,1.0000,0.0000,0.0000,0.0000,0.0000
HG03943,0.0000,0.0000,0.0000,0.0000,1.0000
NA19207,1.0000,0.0000,0.0000,0.0000,0.0000
HG03934,0.0000,0.0000,0.0916,0.0000,0.9084
NA18624,0.0000,0.0000,1.0000,0.0000,0.0000
HG02040,0.0000,0.0000,1.0000,0.0000,0.0000
HG01088,0.1538,0.3512,0.0000,0.4950,0.0000
NA20321,0.8184,0.0000,0.0000,0.1816,0.0000
HG01066,0.0295,0.4076,0.0000,0.5628,0.0000
HG03752,0.0000,0.0000,0.0000,0.0000,1.0000
NA12144,0.0000,0.0000,0.0000,1.0000,0.0000
HG04198,0.0000,0.0000,0.0000,0.0000,1.0000
HG00344,0.0000,0.0000,0.0000,1.0000,0.0000
HG02407,0.0000,0.0000,1.0000,0.0000,0.0000
HG01976,0.0000,0.9542,0.0458,-0.0000,0.0000
HG01456,0.0000,0.9528,0.0000,0.0472,0.0000
HG02577,0.8419,0.0000,0.0000,0.1581,0.0000
NA21090,0.0000,0.0000,0.0000,0.0000,1.0000
HG02820,1.0000,0.0000,0.0000,0.0000,0.0000
NA12043,0.0000,0.0000,0.0000,1.0000,0.0000
NA19921,0.5915,0.1771,0.0247,0.2066,0.0000
HG01551,0.3487,0.5911,0.0000,0.0602,0.0000
HG01992,0.0000,0.8936,0.1064,0.0000,0.0000
HG01806,0.0000,0.0000,1.0000,0.0000,0.0000
HG02147,0.0000,0.8952,0.1048,0.0000,0.0000
NA12829,0.0000,0.0000,0.0000,1.0000,0.0000
HG01161,0.1568,0.4684,0.0000,0.3748,0.0000
NA19031,0.9757,0.0000,0.0243,0.0000,0.0000
HG03111,1.0000,0.0000,0.0000,0.0000,0.0000
HG01625,0.0000,0.0000,0.0000,1.0000,0.0000
NA20515,0.0000,0.0000,0.0000,1.0000,0.0000
NA19678,0.0162,0.5510,0.0000,0.4328,0.0000
HG03166,1.0000,0.0000,0.0000,0.0000,0.0000
HG00140,0.0000,0.0000,0.0000,1.0000,0.0000
HG02603,0.0000,0.0000,0.0000,0.1522,0.8478
HG00137,0.0000,0.0000,0.0000,1.0000,0.0000
HG03521,1.0000,0.0000,0.0000,0.0000,0.0000
HG03898,0.0000,0.0000,0.0000,0.0000,1.0000
NA19248,1.0000,0.0000,0.0000,0.0000,0.0000
HG03556,1.0000,0.0000,0.0000,0.0000,0.0000
NA19332,1.0000,0.0000,0.0000,0.0000,0.0000
HG03995,0.0000,0.0000,0.0000,0.0000,1.0000
NA18977,0.0073,0.0000,0.9927,0.0000,0.0000
HG02233,0.0119,0.0000,0.0000,0.9881,0.0000
NA18999,0.0000,0.0000,1.0000,0.0000,0.0000
NA19235,1.0000,0.0000,0.0000,0.0000,0.0000
HG03971,0.0000,0.0000,0.0000,0.0000,1.0000
HG03451,1.0000,0.0000,0.0000,0.0000,0.0000
HG01365,0.0927,0.6940,0.0000,0.2133,0.0000
HG01286,0.2049,0.4167,0.0000,0.3784,0.0000
NA19338,1.0000,0.0000,0.0000,0.0000,0.0000
HG02239,0.0175,0.0000,0.0000,0.9825,0.0000
NA18550,0.0000,0.0000,1.0000,0.0000,0.0000
HG02334,0.8112,0.0000,0.0000,0.1888,0.0000
NA18870,1.0000,0.0000,0.0000,0.0000,0.0000
HG02343,0.8211,0.0000,0.0000,0.1789,0.0000
NA18993,0.0000,0.0000,1.0000,0.0000,0.0000
NA20586,0.0000,0.0000,0.0000,1.0000,0.0000
NA20412,0.7904,0.0641,0.0000,0.1455,0.0000
HG03061,1.0000,0.0000,0.0000,0.0000,0.0000
HG02690,0.0000,0.0000,0.0000,0.2378,0.7622
HG04202,0.0000,0.0000,0.0000,0.0000,1.0000
HG01850,0.0000,0.0000,1.0000,0.0000,0.0000
HG01507,0.0000,0.0000,0.0000,1.0000,0.0000
NA19900,0.8664,0.0000,0.0000,0.1336,0.0000
HG00318,-0.0000,0.0000,0.0184,0.9816,0.0000
HG00262,0.0000,0.0000,0.0000,1.0000,0.0000
HG02521,0.0000,0.0000,1.0000,0.0000,0.0000
HG00381,0.0000,0.0000,0.0221,0.9779,0.0000
NA19010,0.0000,0.0000,1.0000,0.0000,0.0000
HG03779,0.0000,0.0000,0.0000,0.0000,1.0000
NA19067,0.0000,0.0000,1.0000,0.0000,0.0000
HG03603,0.0000,0.0000,0.0993,0.0000,0.9007
NA19089,0.0000,0.0000,1.0000,0.0000,0.0000
HG01140,0.0000,0.6206,0.0000,0.3794,0.0000
HG00728,0.0000,0.0000,1.0000,0.0000,0.0000
HG02188,0.0000,0.0000,1.0000,0.0000,0.0000
HG02166,0.0000,0.0000,1.0000,0.0000,0.0000
HG00625,0.0000,0.0000,1.0000,0.0000,0.0000
HG02111,1.0000,0.0000,0.0000,0.0000,0.0000
NA20294,0.9012,0.0000,0.0000,0.0988,0.0000
HG03690,0.0000,0.0000,0.0000,0.0000,1.0000
NA19160,1.0000,0.0000,0.0000,0.0000,0.0000
NA19083,0.0000,0.0000,1.0000,0.0000,0.0000
HG02182,0.0000,0.0000,1.0000,0.0000,0.0000
NA18605,0.0000,0.0001,0.9994,0.0004,0.0000
HG03343,1.0000,0.0000,0.0000,0.0000,0.0000
HG01920,0.0000,0.8915,0.1085,0.0000,0.0000
HG00365,0.0000,0.0000,0.0409,0.9591,0.0000
HG02971,1.0000,0.0000,0.0000,0.0000,0.0000
HG02281,1.0000,0.0000,0.0000,0.0000,0.0000
HG02315,0.9272,0.0000,0.0000,0.0728,0.0000
HG00421,0.0000,0.0000,1.0000,0.0000,0.0000
HG03593,0.0000,0.0000,0.0983,0.0000,0.9017
HG03470,1.0000,0.0000,0.0000,0.0000,0.0000
HG03950,0.0000,0.0000,0.0000,0.0000,1.0000
NA19214,1.0000,0.0000,0.0000,0.0000,0.0000
HG00185,0.0000,0.0000,0.0584,0.9416,0.0000
NA19729,0.0000,0.8470,0.1530,0.0000,0.0000
HG03040,1.0000,0.0000,0.0000,0.0000,0.0000
NA20887,0.0003,0.0000,0.0000,0.0873,0.9124
HG01679,0.0000,0.0000,0.0000,1.0000,0.0000
HG02655,0.0000,0.0000,0.0000,0.2975,0.7025
NA20814,0.0000,0.0000,0.0000,1.0000,0.0000
HG01709,0.0223,0.0000,0.0000,0.9777,0.0000
HG01673,0.0000,0.0000,0.0000,1.0000,0.0000
HG03130,1.0000,0.0000,0.0000,0.0000,0.0000
HG01790,0.0000,0.0000,0.0000,1.0000,0.0000
NA18595,0.0000,0.0000,1.0000,0.0000,0.0000
NA12751,0.0000,0.0000,0.0000,1.0000,0.0000
HG02386,0.0000,0.0000,1.0000,0.0000,0.0000
NA18956,0.0000,0.0000,1.0000,0.0000,0.0000
HG00551,0.0499,0.4044,0.0000,0.5457,0.0000
HG02265,0.0000,0.9166,0.0834,0.0000,0.0000
NA18747,0.0000,0.0000,1.0000,0.0000,0.0000
HG02154,0.0000,0.0000,1.0000,0.0000,0.0000
HG03631,0.0000,0.0000,0.0000,0.1439,0.8561
HG01105,0.0468,0.2482,0.0000,0.7050,0.0000
HG04118,0.0000,0.0000,0.0000,0.0000,1.0000
HG04015,0.0000,0.0000,0.0000,0.0000,1.0000
HG02513,0.0000,0.0000,1.0000,0.0000,0.0000
NA21117,0.0000,0.0000,0.0000,0.0000,1.0000
HG00250,0.0000,0.0000,0.0000,1.0000,0.0000
HG04062,0.0000,0.0000,0.0000,0.0000,1.0000
HG01862,0.0000,0.0000,1.0000,0.0000,0.0000
HG01918,0.0000,0.9439,0.0561,0.0000,0.0000
HG02839,1.0000,0.0000,0.0000,0.0000,0.0000
HG00357,0.0000,0.0000,0.0000,1.0000,0.0000
HG00320,0.0000,0.0000,0.0329,0.9671,0.0000
HG02580,0.9019,0.0000,0.0000,0.0981,0.0000
NA21089,0.0000,0.0000,0.0000,0.0000,1.0000
HG02943,1.0000,0.0000,0.0000,0.0000,0.0000
HG01868,0.0000,0.0000,1.0000,0.0000,0.0000
HG01432,0.0000,0.5933,0.0000,0.4067,0.0000
NA19835,0.8860,0.0000,0.0000,0.1140,0.0000
HG01912,0.9445,0.0000,0.0000,0.0555,0.0000
HG01886,0.9343,0.0000,0.0000,0.0657,0.0000
NA12830,0.0000,0.0000,0.0000,1.0000,0.0000
HG02053,0.9833,0.0000,0.0000,0.0167,0.0000
NA18640,0.0000,0.0000,1.0000,0.0000,0.0000
HG03736,0.0000,0.0000,0.0000,0.0000,1.0000
NA19028,1.0000,0.0000,0.0000,0.0000,0.0000
NA20332,0.8281,0.0000,0.0000,0.1719,0.0000
HG01075,0.0629,0.1604,0.0000,0.7767,0.0000
HG03741,0.0000,0.0000,0.0000,0.0000,1.0000
NA19152,1.0000,0.0000,0.0000,0.0000,0.0000
HG01746,0.0000,0.0000,0.0000,1.0000,0.0000
HG03072,1.0000,0.0000,0.0000,0.0000,0.0000
HG03108,1.0000,0.0000,0.0000,0.0000,0.0000
HG04211,0.0000,0.0000,0.0000,0.0000,1.0000
HG03442,1.0000,0.0000,0.0000,0.0000,0.0000
HG03538,1.0000,0.0000,0.0000,0.0000,0.0000
NA18980,0.0000,0.0000,1.0000,0.0000,0.0000
HG00464,0.0000,0.0000,1.0000,0.0000,0.0000
NA18534,0.0000,0.0000,1.0000,0.0000,0.0000
NA19321,1.0000,0.0000,0.0000,0.0000,0.0000
HG03812,0.0000,0.0000,0.0857,0.0000,0.9143
HG01392,0.1230,0.5186,0.0000,0.3584,0.0000
HG03968,0.0000,0.0000,0.0000,0.0000,1.0000
HG01271,0.0237,0.6383,0.0000,0.3380,0.0000
NA12763,0.0000,0.0000,0.0000,1.0000,0.0000
HG02220,0.0000,0.0000,0.0000,1.0000,0.0000
NA19711,0.9349,0.0000,0.0000,0.0651,0.0000
NA20826,0.0000,0.0000,0.0000,1.0000,0.0000
NA20851,0.0000,0.0000,0.0000,0.0000,1.0000
HG03078,1.0000,0.0000,0.0000,0.0000,0.0000
HG03096,1.0000,0.0000,0.0000,0.0000,0.0000
NA19788,0.0000,0.9212,0.0788,0.0000,0.0000
HG03175,1.0000,0.0000,0.0000,0.0000,0.0000
HG02667,1.0000,0.0000,0.0000,0.0000,0.0000
HG02610,1.0000,0.0000,0.0000,0.0000,0.0000
